Compound Name, 14 01a, 14 02a, 14 03a, 14 04a, 14 05a, 14 06a, 14 07a, 14 08a, 14 09a, 14 10a, 14 11a, 14 12a, 14 13a, 14 14a, 14 15a, 14 16a, 14 17a, 14 18a, 14 19a, 14 20a, 14 21a, 14 22a, 14 23a, 14 24a, 14 25a, 14 26a, 14 27a, 14 28a, 14 29a, 14 30a, 14 31a, 14 32a, 14 33a, 14 34a, 14 36a, 14 01b, 14 02b, 14 03b, 14 04b, 14 05b, 14 06b, 14 07b, 14 08b, 14 09b, 14 10b, 14 11b, 14 12b, 14 13b, 14 14b, 14 15b, 14 16b, 14 17b, 14 18b, 14 19b, 14 20b, 14 21b, 14 22b, 14 23b, 14 24b, 14 25b, 14 26b, 14 27b, 14 28b, 14 29b, 14 30b, 14 31b, 14 32b, 14 33b, 14 34b, 14 36b, 14 01c, 14 02c, 14 03c, 14 04c, 14 05c, 14 06c, 14 07c, 14 08c, 14 09c, 14 10c, 14 11c, 14 12c, 14 13c, 14 14c, 14 15c, 14 16c, 14 17c, 14 18c, 14 19c, 14 20c, 14 21c, 14 22c, 14 23c, 14 24c, 14 25c, 14 26c, 14 27c, 14 28c, 14 29c, 14 30c, 14 31c, 14 32c, 14 33c, 14 34c, 14 36c
1936_7.769_1556.7407,35679.13,26309.69,600,600,600,600,600,600,50566.96,30620.25,45654.19,36332.75,30776.99,34870.27,281596.3,600,600,600,600,600,600,600,600,600,600,600,30223.77,600,53498.61,600,600,600,34705.91,600,600,35679.13,26309.69,600,600,600,600,600,600,50566.96,30620.25,45654.19,36332.75,30776.99,34870.27,281596.3,600,600,600,600,600,600,600,600,600,600,600,30223.77,600,53498.61,600,600,600,34705.91,600,600,35679.13,26309.69,600,600,600,600,600,600,50566.96,30620.25,45654.19,36332.75,30776.99,34870.27,281596.3,600,600,600,600,600,600,600,600,600,600,600,30223.77,600,53498.61,600,600,600,34705.91,600,600
1937_7.543_1558.7367,31475.4,246407,600,600,8228.211,40998.52,600,86301.45,600,229012.4,84771.17,71742.98,600,30348.5,600,600,40831.67,600,600,600,600,600,600,23049.43,600,19877.52,213832.6,600,106488.2,195645.3,44728.46,600,600,78035.68,59595.11,31475.4,246407,600,600,8228.211,40998.52,600,86301.45,600,229012.4,84771.17,71742.98,600,30348.5,600,600,40831.67,600,600,600,600,600,600,23049.43,600,19877.52,213832.6,600,106488.2,195645.3,44728.46,600,600,78035.68,59595.11,31475.4,246407,600,600,8228.211,40998.52,600,86301.45,600,229012.4,84771.17,71742.98,600,30348.5,600,600,40831.67,600,600,600,600,600,600,23049.43,600,19877.52,213832.6,600,106488.2,195645.3,44728.46,600,600,78035.68,59595.11
1938_7.742_1561.7374,7154.392,600,600,600,600,600,73444.41,29518.91,155977.3,600,97948.31,45292.42,600,600,600,32497.1,37900.27,600,600,600,600,86490.59,55067.9,600,51118.09,154779,600,308514.5,600,75803.48,600,12759.17,113272.9,115169.6,70560.96,7154.392,600,600,600,600,600,73444.41,29518.91,155977.3,600,97948.31,45292.42,600,600,600,32497.1,37900.27,600,600,600,600,86490.59,55067.9,600,51118.09,154779,600,308514.5,600,75803.48,600,12759.17,113272.9,115169.6,70560.96,7154.392,600,600,600,600,600,73444.41,29518.91,155977.3,600,97948.31,45292.42,600,600,600,32497.1,37900.27,600,600,600,600,86490.59,55067.9,600,51118.09,154779,600,308514.5,600,75803.48,600,12759.17,113272.9,115169.6,70560.96
1939_7.754_1563.7408,77854.66,140713.5,600,175177.6,600,600,7546.131,28347.57,600,37194.74,600,600,15405.41,19512.8,57897.07,600,600,600,600,600,171674.7,600,600,12541.41,64929.63,600,63025.75,600,171361,600,600,600,110199.2,600,600,77854.66,140713.5,600,175177.6,600,600,7546.131,28347.57,600,37194.74,600,600,15405.41,19512.8,57897.07,600,600,600,600,600,171674.7,600,600,12541.41,64929.63,600,63025.75,600,171361,600,600,600,110199.2,600,600,77854.66,140713.5,600,175177.6,600,600,7546.131,28347.57,600,37194.74,600,600,15405.41,19512.8,57897.07,600,600,600,600,600,171674.7,600,600,12541.41,64929.63,600,63025.75,600,171361,600,600,600,110199.2,600,600
1940_7.693_1564.238,5086.547,14196.77,600,600,13077.26,600,43915.36,49520.77,55313.22,33542.16,600,57081.89,24541.68,24035.96,19958.03,67188.02,600,58707.5,600,600,48883.8,86926.46,67359.51,78495.56,600,88623.75,78217.82,600,600,600,600,62951.89,600,50259.49,65288.89,5086.547,14196.77,600,600,13077.26,600,43915.36,49520.77,55313.22,33542.16,600,57081.89,24541.68,24035.96,19958.03,67188.02,600,58707.5,600,600,48883.8,86926.46,67359.51,78495.56,600,88623.75,78217.82,600,600,600,600,62951.89,600,50259.49,65288.89,5086.547,14196.77,600,600,13077.26,600,43915.36,49520.77,55313.22,33542.16,600,57081.89,24541.68,24035.96,19958.03,67188.02,600,58707.5,600,600,48883.8,86926.46,67359.51,78495.56,600,88623.75,78217.82,600,600,600,600,62951.89,600,50259.49,65288.89
1941_7.77_1564.7436,600,155625,20026.52,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,13687.38,600,600,600,600,8459.674,54791.3,10592.69,228906.2,600,600,600,600,600,600,155625,20026.52,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,13687.38,600,600,600,600,8459.674,54791.3,10592.69,228906.2,600,600,600,600,600,600,155625,20026.52,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,13687.38,600,600,600,600,8459.674,54791.3,10592.69,228906.2,600,600,600,600,600
1942_7.787_1565.7447,13346.8,600,600,600,600,600,600,600,312624,30539.91,600,600,600,71897.19,600,600,45145.4,48847.43,600,600,150191.1,212210.8,600,600,600,395790.9,600,300251.9,600,600,600,600,317202.5,600,600,13346.8,600,600,600,600,600,600,600,312624,30539.91,600,600,600,71897.19,600,600,45145.4,48847.43,600,600,150191.1,212210.8,600,600,600,395790.9,600,300251.9,600,600,600,600,317202.5,600,600,13346.8,600,600,600,600,600,600,600,312624,30539.91,600,600,600,71897.19,600,600,45145.4,48847.43,600,600,150191.1,212210.8,600,600,600,395790.9,600,300251.9,600,600,600,600,317202.5,600,600
1943_7.594_1566.7334,600,14464.61,16734.28,39108.7,51165.09,38525.49,209752.9,600,600,19691.2,28342.39,17792.79,600,600,600,600,24397.96,6612.515,600,50010.32,600,26478.63,30908.48,600,32065.79,600,149682.9,600,70744.2,600,24131.44,20874.14,600,114277.3,600,600,14464.61,16734.28,39108.7,51165.09,38525.49,209752.9,600,600,19691.2,28342.39,17792.79,600,600,600,600,24397.96,6612.515,600,50010.32,600,26478.63,30908.48,600,32065.79,600,149682.9,600,70744.2,600,24131.44,20874.14,600,114277.3,600,600,14464.61,16734.28,39108.7,51165.09,38525.49,209752.9,600,600,19691.2,28342.39,17792.79,600,600,600,600,24397.96,6612.515,600,50010.32,600,26478.63,30908.48,600,32065.79,600,149682.9,600,70744.2,600,24131.44,20874.14,600,114277.3,600
1944_7.505_1568.2423,41211.59,83874.03,20951.97,79788.95,8952.843,35662.71,600,600,18423.65,155287.8,600,18306.22,24484.88,600,91015.94,110468.1,18777.16,132197,14304.39,22367.87,103196.8,93917.59,72458.33,46218.08,600,114829.2,600,85831.09,53973.6,66574.11,83240.7,600,61993.04,65513.16,600,41211.59,83874.03,20951.97,79788.95,8952.843,35662.71,600,600,18423.65,155287.8,600,18306.22,24484.88,600,91015.94,110468.1,18777.16,132197,14304.39,22367.87,103196.8,93917.59,72458.33,46218.08,600,114829.2,600,85831.09,53973.6,66574.11,83240.7,600,61993.04,65513.16,600,41211.59,83874.03,20951.97,79788.95,8952.843,35662.71,600,600,18423.65,155287.8,600,18306.22,24484.88,600,91015.94,110468.1,18777.16,132197,14304.39,22367.87,103196.8,93917.59,72458.33,46218.08,600,114829.2,600,85831.09,53973.6,66574.11,83240.7,600,61993.04,65513.16,600
1945_7.201_1568.7253,600,256930.7,600,600,22033.95,22944.64,49458.55,600,173036.8,600,600,201558.8,139087.9,10927.77,600,143920.2,600,600,24625.94,220817.6,600,164579.7,26348.67,24000.63,119704.3,202616.4,600,600,175123.7,205655.2,55113.29,600,215349.3,600,109249.9,600,256930.7,600,600,22033.95,22944.64,49458.55,600,173036.8,600,600,201558.8,139087.9,10927.77,600,143920.2,600,600,24625.94,220817.6,600,164579.7,26348.67,24000.63,119704.3,202616.4,600,600,175123.7,205655.2,55113.29,600,215349.3,600,109249.9,600,256930.7,600,600,22033.95,22944.64,49458.55,600,173036.8,600,600,201558.8,139087.9,10927.77,600,143920.2,600,600,24625.94,220817.6,600,164579.7,26348.67,24000.63,119704.3,202616.4,600,600,175123.7,205655.2,55113.29,600,215349.3,600,109249.9
1946_7.012_1569.7279,600,168452.6,84553.06,113655.1,600,600,113361.4,103034.6,84810.87,191919.7,600,63980.42,147157.1,53577.02,163080.2,600,80772.95,151946.8,66152.48,144959.3,118978.6,600,173732.9,78988.77,91459.06,68878.45,131322.3,141290,600,600,104828.3,157767.9,110493.2,153199.2,600,600,168452.6,84553.06,113655.1,600,600,113361.4,103034.6,84810.87,191919.7,600,63980.42,147157.1,53577.02,163080.2,600,80772.95,151946.8,66152.48,144959.3,118978.6,600,173732.9,78988.77,91459.06,68878.45,131322.3,141290,600,600,104828.3,157767.9,110493.2,153199.2,600,600,168452.6,84553.06,113655.1,600,600,113361.4,103034.6,84810.87,191919.7,600,63980.42,147157.1,53577.02,163080.2,600,80772.95,151946.8,66152.48,144959.3,118978.6,600,173732.9,78988.77,91459.06,68878.45,131322.3,141290,600,600,104828.3,157767.9,110493.2,153199.2,600
1947_7.32_1570.7371,29831.7,600,600,600,600,108284.7,270148.4,600,600,248169.4,263647.8,600,600,98777.37,317223.3,45326.8,600,600,22493,600,131468.4,600,255490.2,600,20343.16,600,600,600,600,600,164966.3,4027.945,600,600,600,29831.7,600,600,600,600,108284.7,270148.4,600,600,248169.4,263647.8,600,600,98777.37,317223.3,45326.8,600,600,22493,600,131468.4,600,255490.2,600,20343.16,600,600,600,600,600,164966.3,4027.945,600,600,600,29831.7,600,600,600,600,108284.7,270148.4,600,600,248169.4,263647.8,600,600,98777.37,317223.3,45326.8,600,600,22493,600,131468.4,600,255490.2,600,20343.16,600,600,600,600,600,164966.3,4027.945,600,600,600
1948_7.839_1571.7518,600,15140.1,15698.8,9583.541,42148.35,7748.314,12833.1,12200.54,600,600,600,18678.59,59152.94,600,600,600,9484.926,600,600,14900.56,600,12715.64,9940.631,600,600,600,7746.583,600,11003.67,600,56446.48,24072.48,16192.42,23827.08,600,600,15140.1,15698.8,9583.541,42148.35,7748.314,12833.1,12200.54,600,600,600,18678.59,59152.94,600,600,600,9484.926,600,600,14900.56,600,12715.64,9940.631,600,600,600,7746.583,600,11003.67,600,56446.48,24072.48,16192.42,23827.08,600,600,15140.1,15698.8,9583.541,42148.35,7748.314,12833.1,12200.54,600,600,600,18678.59,59152.94,600,600,600,9484.926,600,600,14900.56,600,12715.64,9940.631,600,600,600,7746.583,600,11003.67,600,56446.48,24072.48,16192.42,23827.08,600
1949_6.564_1572.7166,117340,170240.2,158284.3,113162,88298.2,32600.97,118581.4,133508.2,173339.6,164464.7,51845.49,87569.38,138860.1,143325.9,176052,146061,153363,140022.6,179295.5,136503,165442.4,162049.7,169961.8,131947.1,112126.6,115174.4,137242.8,147396.8,156960.8,78541.99,134984.8,168852.1,159279.1,152769.2,167736.3,117340,170240.2,158284.3,113162,88298.2,32600.97,118581.4,133508.2,173339.6,164464.7,51845.49,87569.38,138860.1,143325.9,176052,146061,153363,140022.6,179295.5,136503,165442.4,162049.7,169961.8,131947.1,112126.6,115174.4,137242.8,147396.8,156960.8,78541.99,134984.8,168852.1,159279.1,152769.2,167736.3,117340,170240.2,158284.3,113162,88298.2,32600.97,118581.4,133508.2,173339.6,164464.7,51845.49,87569.38,138860.1,143325.9,176052,146061,153363,140022.6,179295.5,136503,165442.4,162049.7,169961.8,131947.1,112126.6,115174.4,137242.8,147396.8,156960.8,78541.99,134984.8,168852.1,159279.1,152769.2,167736.3
1950_7.786_1575.747,16531.71,15099.47,600,600,19275.35,600,50282.41,46850.88,600,266845.3,600,600,600,600,600,600,600,600,33214.38,600,600,600,600,600,600,600,25113.23,600,99550.38,600,600,600,600,600,23676.32,16531.71,15099.47,600,600,19275.35,600,50282.41,46850.88,600,266845.3,600,600,600,600,600,600,600,600,33214.38,600,600,600,600,600,600,600,25113.23,600,99550.38,600,600,600,600,600,23676.32,16531.71,15099.47,600,600,19275.35,600,50282.41,46850.88,600,266845.3,600,600,600,600,600,600,600,600,33214.38,600,600,600,600,600,600,600,25113.23,600,99550.38,600,600,600,600,600,23676.32
1951_7.842_1578.761,600,600,600,304178.9,600,600,600,600,600,600,600,600,600,600,600,60779.04,600,260564.4,600,600,600,130294.5,600,600,600,27709.74,600,600,600,600,600,313002.6,600,600,600,600,600,600,304178.9,600,600,600,600,600,600,600,600,600,600,600,60779.04,600,260564.4,600,600,600,130294.5,600,600,600,27709.74,600,600,600,600,600,313002.6,600,600,600,600,600,600,304178.9,600,600,600,600,600,600,600,600,600,600,600,60779.04,600,260564.4,600,600,600,130294.5,600,600,600,27709.74,600,600,600,600,600,313002.6,600,600,600
1952_7.528_1583.2552,600,48628.82,11675.45,600,12464.3,600,102156.5,14394.69,62697.2,34949.18,600,600,600,26288.36,32360.71,14755.42,600,600,600,58625.34,600,600,23740.4,14085.52,30174.46,16374.38,600,37929.59,68686.23,39735.24,21608.17,23959.41,600,600,600,600,48628.82,11675.45,600,12464.3,600,102156.5,14394.69,62697.2,34949.18,600,600,600,26288.36,32360.71,14755.42,600,600,600,58625.34,600,600,23740.4,14085.52,30174.46,16374.38,600,37929.59,68686.23,39735.24,21608.17,23959.41,600,600,600,600,48628.82,11675.45,600,12464.3,600,102156.5,14394.69,62697.2,34949.18,600,600,600,26288.36,32360.71,14755.42,600,600,600,58625.34,600,600,23740.4,14085.52,30174.46,16374.38,600,37929.59,68686.23,39735.24,21608.17,23959.41,600,600,600
1953_7.719_1585.7457,600,600,600,600,600,600,147413.6,600,600,600,145178,126704.8,303218,19414.64,600,600,600,37705.1,600,600,600,600,600,600,600,600,600,600,32308.61,600,45837.36,34799.24,600,600,138937.4,600,600,600,600,600,600,147413.6,600,600,600,145178,126704.8,303218,19414.64,600,600,600,37705.1,600,600,600,600,600,600,600,600,600,600,32308.61,600,45837.36,34799.24,600,600,138937.4,600,600,600,600,600,600,147413.6,600,600,600,145178,126704.8,303218,19414.64,600,600,600,37705.1,600,600,600,600,600,600,600,600,600,600,32308.61,600,45837.36,34799.24,600,600,138937.4
1954_7.795_1586.7568,600,35893.37,50074.21,96797.59,600,600,600,600,600,202978.5,600,600,600,600,600,600,600,600,600,600,67629.04,600,140353.6,600,12185.23,600,600,71898.31,600,600,290177.6,600,6525.236,37900.53,600,600,35893.37,50074.21,96797.59,600,600,600,600,600,202978.5,600,600,600,600,600,600,600,600,600,600,67629.04,600,140353.6,600,12185.23,600,600,71898.31,600,600,290177.6,600,6525.236,37900.53,600,600,35893.37,50074.21,96797.59,600,600,600,600,600,202978.5,600,600,600,600,600,600,600,600,600,600,67629.04,600,140353.6,600,12185.23,600,600,71898.31,600,600,290177.6,600,6525.236,37900.53,600
1955_7.735_1588.7509,600,158752.7,600,600,600,600,70213.94,108136.8,600,600,33194.44,600,600,600,600,600,600,36495.02,600,600,21459.94,20997.87,600,600,600,600,600,600,600,203369.3,600,600,600,600,600,600,158752.7,600,600,600,600,70213.94,108136.8,600,600,33194.44,600,600,600,600,600,600,36495.02,600,600,21459.94,20997.87,600,600,600,600,600,600,600,203369.3,600,600,600,600,600,600,158752.7,600,600,600,600,70213.94,108136.8,600,600,33194.44,600,600,600,600,600,600,36495.02,600,600,21459.94,20997.87,600,600,600,600,600,600,600,203369.3,600,600,600,600,600
1956_7.684_1589.7793,600,140436.9,600,600,600,600,600,175486.5,600,600,163021.2,600,600,600,600,213422.1,600,600,600,221784.5,121569.7,600,600,600,600,600,600,600,600,600,600,600,600,600,158524.9,600,140436.9,600,600,600,600,600,175486.5,600,600,163021.2,600,600,600,600,213422.1,600,600,600,221784.5,121569.7,600,600,600,600,600,600,600,600,600,600,600,600,600,158524.9,600,140436.9,600,600,600,600,600,175486.5,600,600,163021.2,600,600,600,600,213422.1,600,600,600,221784.5,121569.7,600,600,600,600,600,600,600,600,600,600,600,600,600,158524.9
1957_7.786_1590.7549,600,600,17514.84,600,26774.67,600,125676.5,101413.8,600,600,49580.55,600,91647.82,600,600,74468.56,600,600,600,54787.75,600,600,112279.5,600,600,600,52142.2,600,19200.19,327522.3,57217.82,15542.16,600,128351.5,67646.01,600,600,17514.84,600,26774.67,600,125676.5,101413.8,600,600,49580.55,600,91647.82,600,600,74468.56,600,600,600,54787.75,600,600,112279.5,600,600,600,52142.2,600,19200.19,327522.3,57217.82,15542.16,600,128351.5,67646.01,600,600,17514.84,600,26774.67,600,125676.5,101413.8,600,600,49580.55,600,91647.82,600,600,74468.56,600,600,600,54787.75,600,600,112279.5,600,600,600,52142.2,600,19200.19,327522.3,57217.82,15542.16,600,128351.5,67646.01
1958_7.817_1593.7604,600,600,600,600,600,600,600,600,600,600,600,600,222421.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,222421.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,222421.8,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
1959_7.855_1596.7658,23747.68,600,600,600,600,600,8577.563,94010.2,600,600,172516.5,600,90487.52,600,57694.75,600,600,14091.45,600,13462.74,14024.85,600,600,25628.18,600,318991,600,44142.59,18924.8,215364.8,600,209738,600,600,13294.52,23747.68,600,600,600,600,600,8577.563,94010.2,600,600,172516.5,600,90487.52,600,57694.75,600,600,14091.45,600,13462.74,14024.85,600,600,25628.18,600,318991,600,44142.59,18924.8,215364.8,600,209738,600,600,13294.52,23747.68,600,600,600,600,600,8577.563,94010.2,600,600,172516.5,600,90487.52,600,57694.75,600,600,14091.45,600,13462.74,14024.85,600,600,25628.18,600,318991,600,44142.59,18924.8,215364.8,600,209738,600,600,13294.52
1960_7.068_1598.7327,94413.58,600,119575.3,208586.9,600,600,304085.8,221744.3,199919.6,600,164497.2,144403.8,210719,115531.8,291175.1,227972.8,9658.256,225092.5,131930.1,233438.7,230032.8,242512.4,217881.4,97290.43,79902.62,216546.7,600,202254.8,206082.1,600,234571.6,240097.2,200167.6,186868.7,215156.8,94413.58,600,119575.3,208586.9,600,600,304085.8,221744.3,199919.6,600,164497.2,144403.8,210719,115531.8,291175.1,227972.8,9658.256,225092.5,131930.1,233438.7,230032.8,242512.4,217881.4,97290.43,79902.62,216546.7,600,202254.8,206082.1,600,234571.6,240097.2,200167.6,186868.7,215156.8,94413.58,600,119575.3,208586.9,600,600,304085.8,221744.3,199919.6,600,164497.2,144403.8,210719,115531.8,291175.1,227972.8,9658.256,225092.5,131930.1,233438.7,230032.8,242512.4,217881.4,97290.43,79902.62,216546.7,600,202254.8,206082.1,600,234571.6,240097.2,200167.6,186868.7,215156.8
1961_7.707_1598.7601,7596.372,600,600,600,600,600,600,600,163616,134498.3,600,600,600,600,5882.386,600,600,600,600,23297.99,184659.2,600,600,600,600,600,600,88731.45,600,600,600,600,600,600,600,7596.372,600,600,600,600,600,600,600,163616,134498.3,600,600,600,600,5882.386,600,600,600,600,23297.99,184659.2,600,600,600,600,600,600,88731.45,600,600,600,600,600,600,600,7596.372,600,600,600,600,600,600,600,163616,134498.3,600,600,600,600,5882.386,600,600,600,600,23297.99,184659.2,600,600,600,600,600,600,88731.45,600,600,600,600,600,600,600
1962_7.771_1600.7598,600,600,61513.55,600,600,600,600,600,600,600,600,600,600,600,600,59142.27,600,600,600,600,600,600,600,600,600,600,600,600,600,71156.55,172026.4,600,153253.1,600,600,600,600,61513.55,600,600,600,600,600,600,600,600,600,600,600,600,59142.27,600,600,600,600,600,600,600,600,600,600,600,600,600,71156.55,172026.4,600,153253.1,600,600,600,600,61513.55,600,600,600,600,600,600,600,600,600,600,600,600,59142.27,600,600,600,600,600,600,600,600,600,600,600,600,600,71156.55,172026.4,600,153253.1,600,600
1963_7.625_1605.7556,600,90679.16,600,600,600,600,117083.4,120333.7,48732.97,17269.69,600,600,600,600,14076.13,600,600,600,600,12794.46,44293,600,600,600,600,60589.59,600,105802.4,600,600,58774.68,600,600,600,600,600,90679.16,600,600,600,600,117083.4,120333.7,48732.97,17269.69,600,600,600,600,14076.13,600,600,600,600,12794.46,44293,600,600,600,600,60589.59,600,105802.4,600,600,58774.68,600,600,600,600,600,90679.16,600,600,600,600,117083.4,120333.7,48732.97,17269.69,600,600,600,600,14076.13,600,600,600,600,12794.46,44293,600,600,600,600,60589.59,600,105802.4,600,600,58774.68,600,600,600,600
1964_7.759_1607.7601,20399.02,40668.92,600,600,30332.61,23403.31,237487.9,600,184289.1,40678.32,600,600,141029.1,28117.34,600,600,42429.78,600,14709.3,82226.68,600,307311.5,600,600,22533.91,600,600,600,600,600,600,600,600,219574.1,82661.3,20399.02,40668.92,600,600,30332.61,23403.31,237487.9,600,184289.1,40678.32,600,600,141029.1,28117.34,600,600,42429.78,600,14709.3,82226.68,600,307311.5,600,600,22533.91,600,600,600,600,600,600,600,600,219574.1,82661.3,20399.02,40668.92,600,600,30332.61,23403.31,237487.9,600,184289.1,40678.32,600,600,141029.1,28117.34,600,600,42429.78,600,14709.3,82226.68,600,307311.5,600,600,22533.91,600,600,600,600,600,600,600,600,219574.1,82661.3
1965_7.69_1608.2706,600,600,600,600,41276.56,600,66936.9,152542.3,45215.69,600,600,600,13787.03,72815.06,600,600,18083.56,118409,600,9419.267,600,116442.4,7990.318,55120.96,44480.85,121313.3,600,600,169137.8,11850.86,600,600,110214.3,600,600,600,600,600,600,41276.56,600,66936.9,152542.3,45215.69,600,600,600,13787.03,72815.06,600,600,18083.56,118409,600,9419.267,600,116442.4,7990.318,55120.96,44480.85,121313.3,600,600,169137.8,11850.86,600,600,110214.3,600,600,600,600,600,600,41276.56,600,66936.9,152542.3,45215.69,600,600,600,13787.03,72815.06,600,600,18083.56,118409,600,9419.267,600,116442.4,7990.318,55120.96,44480.85,121313.3,600,600,169137.8,11850.86,600,600,110214.3,600,600
1966_7.756_1610.2736,600,2314.873,3363.077,32170.8,600,600,49005.21,600,600,600,600,600,600,600,600,600,600,600,600,60467.31,66140,72870.23,600,600,15172.52,64382.17,1570.147,600,600,70626.39,600,76172.88,68844.16,600,35796.71,600,2314.873,3363.077,32170.8,600,600,49005.21,600,600,600,600,600,600,600,600,600,600,600,600,60467.31,66140,72870.23,600,600,15172.52,64382.17,1570.147,600,600,70626.39,600,76172.88,68844.16,600,35796.71,600,2314.873,3363.077,32170.8,600,600,49005.21,600,600,600,600,600,600,600,600,600,600,600,600,60467.31,66140,72870.23,600,600,15172.52,64382.17,1570.147,600,600,70626.39,600,76172.88,68844.16,600,35796.71
1967_7.749_1610.7596,600,52945.93,600,600,600,27403.21,600,59581.13,35399.76,64153.46,600,600,600,17621.8,21888.16,75367.76,22029.8,600,12027.36,600,29470.54,46544.81,600,20207.43,600,600,600,97760.34,20845.38,600,45196.32,1947.008,600,600,600,600,52945.93,600,600,600,27403.21,600,59581.13,35399.76,64153.46,600,600,600,17621.8,21888.16,75367.76,22029.8,600,12027.36,600,29470.54,46544.81,600,20207.43,600,600,600,97760.34,20845.38,600,45196.32,1947.008,600,600,600,600,52945.93,600,600,600,27403.21,600,59581.13,35399.76,64153.46,600,600,600,17621.8,21888.16,75367.76,22029.8,600,12027.36,600,29470.54,46544.81,600,20207.43,600,600,600,97760.34,20845.38,600,45196.32,1947.008,600,600,600
1968_7.764_1611.7671,600,49846.81,87497.86,140273.1,38411.45,600,98314.09,600,600,600,600,600,600,18057.54,96453.68,600,600,600,46805.67,600,600,30219.53,81304.76,46161.55,600,600,600,600,600,600,24407.79,600,83237.8,19105.39,8006.711,600,49846.81,87497.86,140273.1,38411.45,600,98314.09,600,600,600,600,600,600,18057.54,96453.68,600,600,600,46805.67,600,600,30219.53,81304.76,46161.55,600,600,600,600,600,600,24407.79,600,83237.8,19105.39,8006.711,600,49846.81,87497.86,140273.1,38411.45,600,98314.09,600,600,600,600,600,600,18057.54,96453.68,600,600,600,46805.67,600,600,30219.53,81304.76,46161.55,600,600,600,600,600,600,24407.79,600,83237.8,19105.39,8006.711
1969_7.505_1613.2743,50120.09,600,58773.46,93742.78,58691.23,600,600,87393.92,68985.51,38589.99,77716.52,600,46680.2,600,76149.48,600,28176.47,93650.5,600,93297.8,600,600,10700.28,32436.43,600,92715.81,600,600,600,56585.43,76928.44,66121.16,600,600,600,50120.09,600,58773.46,93742.78,58691.23,600,600,87393.92,68985.51,38589.99,77716.52,600,46680.2,600,76149.48,600,28176.47,93650.5,600,93297.8,600,600,10700.28,32436.43,600,92715.81,600,600,600,56585.43,76928.44,66121.16,600,600,600,50120.09,600,58773.46,93742.78,58691.23,600,600,87393.92,68985.51,38589.99,77716.52,600,46680.2,600,76149.48,600,28176.47,93650.5,600,93297.8,600,600,10700.28,32436.43,600,92715.81,600,600,600,56585.43,76928.44,66121.16,600,600,600
1970_7.288_1622.7376,9811.141,111725,600,107180.4,600,6281.768,90999.98,94164.01,119724.5,116809.8,57888.45,76953.61,115261.6,38370.54,85708.05,600,600,99201.43,44243.93,75876.95,122809.3,600,600,600,26278.57,109243.5,102828.1,600,100795.8,84084.33,97391.73,54542.61,106867.8,53957.82,82286.93,9811.141,111725,600,107180.4,600,6281.768,90999.98,94164.01,119724.5,116809.8,57888.45,76953.61,115261.6,38370.54,85708.05,600,600,99201.43,44243.93,75876.95,122809.3,600,600,600,26278.57,109243.5,102828.1,600,100795.8,84084.33,97391.73,54542.61,106867.8,53957.82,82286.93,9811.141,111725,600,107180.4,600,6281.768,90999.98,94164.01,119724.5,116809.8,57888.45,76953.61,115261.6,38370.54,85708.05,600,600,99201.43,44243.93,75876.95,122809.3,600,600,600,26278.57,109243.5,102828.1,600,100795.8,84084.33,97391.73,54542.61,106867.8,53957.82,82286.93
1971_7.847_1622.7747,48351.52,600,600,600,600,12380.75,61755.9,600,153753.3,600,600,600,600,600,43380.01,32229.89,600,600,600,600,67655.68,600,600,600,28401.83,40079.93,600,600,600,600,600,50197.75,600,600,600,48351.52,600,600,600,600,12380.75,61755.9,600,153753.3,600,600,600,600,600,43380.01,32229.89,600,600,600,600,67655.68,600,600,600,28401.83,40079.93,600,600,600,600,600,50197.75,600,600,600,48351.52,600,600,600,600,12380.75,61755.9,600,153753.3,600,600,600,600,600,43380.01,32229.89,600,600,600,600,67655.68,600,600,600,28401.83,40079.93,600,600,600,600,600,50197.75,600,600,600
1972_7.661_1625.2722,64878.14,131461.2,22988.54,80422.92,52749,600,137215.3,600,20300.16,148898.6,110072.8,146808.7,56456.36,600,189965.3,150739.5,63041.59,105261.8,600,600,177272.5,600,18355.48,600,600,39381.61,600,153470.4,600,600,600,44457.36,600,600,600,64878.14,131461.2,22988.54,80422.92,52749,600,137215.3,600,20300.16,148898.6,110072.8,146808.7,56456.36,600,189965.3,150739.5,63041.59,105261.8,600,600,177272.5,600,18355.48,600,600,39381.61,600,153470.4,600,600,600,44457.36,600,600,600,64878.14,131461.2,22988.54,80422.92,52749,600,137215.3,600,20300.16,148898.6,110072.8,146808.7,56456.36,600,189965.3,150739.5,63041.59,105261.8,600,600,177272.5,600,18355.48,600,600,39381.61,600,153470.4,600,600,600,44457.36,600,600,600
