Compound Name, 13 01a, 13 02a, 13 03a, 13 04a, 13 05a, 13 06a, 13 07a, 13 08a, 13 09a, 13 10a, 13 11a, 13 12a, 13 13a, 13 14a, 13 15a, 13 16a, 13 17a, 13 18a, 13 19a, 13 20a, 13 21a, 13 22a, 13 23a, 13 24a, 13 25a, 13 26a, 13 27a, 13 28a, 13 29a, 13 30a, 13 31a, 13 32a, 13 33a, 13 34a, 13 36a, 13 01b, 13 02b, 13 03b, 13 04b, 13 05b, 13 06b, 13 07b, 13 08b, 13 09b, 13 10b, 13 11b, 13 12b, 13 13b, 13 14b, 13 15b, 13 16b, 13 17b, 13 18b, 13 19b, 13 20b, 13 21b, 13 22b, 13 23b, 13 24b, 13 25b, 13 26b, 13 27b, 13 28b, 13 29b, 13 30b, 13 31b, 13 32b, 13 33b, 13 34b, 13 36b, 13 01c, 13 02c, 13 03c, 13 04c, 13 05c, 13 06c, 13 07c, 13 08c, 13 09c, 13 10c, 13 11c, 13 12c, 13 13c, 13 14c, 13 15c, 13 16c, 13 17c, 13 18c, 13 19c, 13 20c, 13 21c, 13 22c, 13 23c, 13 24c, 13 25c, 13 26c, 13 27c, 13 28c, 13 29c, 13 30c, 13 31c, 13 32c, 13 33c, 13 34c, 13 36c
28_1.939_79.0422,600,600,600,600,600,600,600,600,690979.4,600,600,600,595523.6,600,600,600,639381,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,690979.4,600,600,600,595523.6,600,600,600,639381,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,690979.4,600,600,600,595523.6,600,600,600,639381,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
29_1.518_79.0422,600,600,600,600,600,600,600,600,600,313993.8,600,600,600,600,600,600,600,600,600,600,197154.1,600,383205.7,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,313993.8,600,600,600,600,600,600,600,600,600,600,197154.1,600,383205.7,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,313993.8,600,600,600,600,600,600,600,600,600,600,197154.1,600,383205.7,600,600,600,600,600,600,600,600,600,600,600,600
30_9.188_79.0422,600,600,600,600,600,600,600,600,845715.3,194246.5,600,600,600,373620.1,600,600,600,600,600,600,600,340801.1,600,198856.9,600,600,832417.1,263001.4,600,600,600,600,600,686547.1,600,600,600,600,600,600,600,600,600,845715.3,194246.5,600,600,600,373620.1,600,600,600,600,600,600,600,340801.1,600,198856.9,600,600,832417.1,263001.4,600,600,600,600,600,686547.1,600,600,600,600,600,600,600,600,600,845715.3,194246.5,600,600,600,373620.1,600,600,600,600,600,600,600,340801.1,600,198856.9,600,600,832417.1,263001.4,600,600,600,600,600,686547.1,600
31_0.684_79.0422,600,600,600,600,600,516709.8,600,482534.8,600,600,600,600,600,600,605502.6,600,510720,496382.2,600,600,600,600,521352.4,569844.3,600,600,600,377385.2,600,490336.6,600,600,600,600,600,600,600,600,600,600,516709.8,600,482534.8,600,600,600,600,600,600,605502.6,600,510720,496382.2,600,600,600,600,521352.4,569844.3,600,600,600,377385.2,600,490336.6,600,600,600,600,600,600,600,600,600,600,516709.8,600,482534.8,600,600,600,600,600,600,605502.6,600,510720,496382.2,600,600,600,600,521352.4,569844.3,600,600,600,377385.2,600,490336.6,600,600,600,600,600
32_0.524_79.0422,600,600,600,600,600,282056.2,600,600,432705.5,600,610575.6,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,488062.2,600,600,600,600,600,600,600,600,282056.2,600,600,432705.5,600,610575.6,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,488062.2,600,600,600,600,600,600,600,600,282056.2,600,600,432705.5,600,610575.6,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,488062.2,600,600,600
33_3.558_79.0422,600,109490.9,300599.8,550150.4,600,600,600,394671.4,600,600,549129.8,600,600,852761,600,600,600,600,600,600,600,600,600,600,600,409825.1,600,600,99247.17,600,600,600,472106.3,600,110663.5,600,109490.9,300599.8,550150.4,600,600,600,394671.4,600,600,549129.8,600,600,852761,600,600,600,600,600,600,600,600,600,600,600,409825.1,600,600,99247.17,600,600,600,472106.3,600,110663.5,600,109490.9,300599.8,550150.4,600,600,600,394671.4,600,600,549129.8,600,600,852761,600,600,600,600,600,600,600,600,600,600,600,409825.1,600,600,99247.17,600,600,600,472106.3,600,110663.5
34_1.013_79.0422,600,600,600,600,600,600,600,600,239628.3,600,227713.4,600,600,600,600,600,427435.8,600,600,600,600,600,600,179708.6,600,600,600,32250.66,600,424920.7,600,600,600,600,600,600,600,600,600,600,600,600,600,239628.3,600,227713.4,600,600,600,600,600,427435.8,600,600,600,600,600,600,179708.6,600,600,600,32250.66,600,424920.7,600,600,600,600,600,600,600,600,600,600,600,600,600,239628.3,600,227713.4,600,600,600,600,600,427435.8,600,600,600,600,600,600,179708.6,600,600,600,32250.66,600,424920.7,600,600,600,600,600
35_0.313_79.0422,400088,381487.4,600,600,600,383298.4,600,600,600,398332.6,600,600,258991.4,600,600,600,600,600,600,182485,263032.2,600,360802.5,600,600,600,600,352680.5,377974.6,431405.7,600,442549.9,600,600,442769.5,400088,381487.4,600,600,600,383298.4,600,600,600,398332.6,600,600,258991.4,600,600,600,600,600,600,182485,263032.2,600,360802.5,600,600,600,600,352680.5,377974.6,431405.7,600,442549.9,600,600,442769.5,400088,381487.4,600,600,600,383298.4,600,600,600,398332.6,600,600,258991.4,600,600,600,600,600,600,182485,263032.2,600,360802.5,600,600,600,600,352680.5,377974.6,431405.7,600,442549.9,600,600,442769.5
36_9.642_79.0422,600,256577.9,257774.7,600,600,600,265881.4,600,600,600,600,302609.9,600,600,600,600,600,600,600,600,264110.2,320008.1,268645.7,600,600,600,600,600,600,258767.6,313972.1,600,289153.1,600,600,600,256577.9,257774.7,600,600,600,265881.4,600,600,600,600,302609.9,600,600,600,600,600,600,600,600,264110.2,320008.1,268645.7,600,600,600,600,600,600,258767.6,313972.1,600,289153.1,600,600,600,256577.9,257774.7,600,600,600,265881.4,600,600,600,600,302609.9,600,600,600,600,600,600,600,600,264110.2,320008.1,268645.7,600,600,600,600,600,600,258767.6,313972.1,600,289153.1,600,600
37_0.708_79.0422,600,395695.2,600,600,600,600,600,264389.1,600,600,300665.8,600,600,600,279349.7,600,600,600,291968.3,600,600,600,600,361789.8,600,600,600,390454.8,407827,473656.3,600,600,600,600,600,600,395695.2,600,600,600,600,600,264389.1,600,600,300665.8,600,600,600,279349.7,600,600,600,291968.3,600,600,600,600,361789.8,600,600,600,390454.8,407827,473656.3,600,600,600,600,600,600,395695.2,600,600,600,600,600,264389.1,600,600,300665.8,600,600,600,279349.7,600,600,600,291968.3,600,600,600,600,361789.8,600,600,600,390454.8,407827,473656.3,600,600,600,600,600
38_1.837_79.0422,600,600,600,600,205835.3,68662.05,600,600,600,600,527037.2,600,464998.3,600,600,600,600,439208.8,600,600,600,600,600,600,600,600,600,83217.8,600,600,600,600,600,600,600,600,600,600,600,205835.3,68662.05,600,600,600,600,527037.2,600,464998.3,600,600,600,600,439208.8,600,600,600,600,600,600,600,600,600,83217.8,600,600,600,600,600,600,600,600,600,600,600,205835.3,68662.05,600,600,600,600,527037.2,600,464998.3,600,600,600,600,439208.8,600,600,600,600,600,600,600,600,600,83217.8,600,600,600,600,600,600,600
39_1.744_79.0422,600,600,600,600,232202.3,600,600,600,600,321379.2,600,600,600,600,600,600,600,402806.5,600,600,225583.4,600,332093.3,323412.9,600,600,600,369525,600,600,600,600,600,600,600,600,600,600,600,232202.3,600,600,600,600,321379.2,600,600,600,600,600,600,600,402806.5,600,600,225583.4,600,332093.3,323412.9,600,600,600,369525,600,600,600,600,600,600,600,600,600,600,600,232202.3,600,600,600,600,321379.2,600,600,600,600,600,600,600,402806.5,600,600,225583.4,600,332093.3,323412.9,600,600,600,369525,600,600,600,600,600,600,600
40_9.457_79.0422,600,600,600,600,234851.5,224941.3,600,600,600,220330.1,600,600,600,600,227270,224233.7,600,600,600,222170.7,600,600,230715.9,216909.6,600,600,600,219903.3,231355.8,221560.3,600,600,600,600,600,600,600,600,600,234851.5,224941.3,600,600,600,220330.1,600,600,600,600,227270,224233.7,600,600,600,222170.7,600,600,230715.9,216909.6,600,600,600,219903.3,231355.8,221560.3,600,600,600,600,600,600,600,600,600,234851.5,224941.3,600,600,600,220330.1,600,600,600,600,227270,224233.7,600,600,600,222170.7,600,600,230715.9,216909.6,600,600,600,219903.3,231355.8,221560.3,600,600,600,600,600
41_1.995_79.0422,600,600,600,415309.8,332046.5,600,600,600,600,283128.3,600,600,600,600,600,600,600,600,600,343374.4,600,600,157886.3,600,600,600,600,600,600,600,202512.2,600,600,600,600,600,600,600,415309.8,332046.5,600,600,600,600,283128.3,600,600,600,600,600,600,600,600,600,343374.4,600,600,157886.3,600,600,600,600,600,600,600,202512.2,600,600,600,600,600,600,600,415309.8,332046.5,600,600,600,600,283128.3,600,600,600,600,600,600,600,600,600,343374.4,600,600,157886.3,600,600,600,600,600,600,600,202512.2,600,600,600,600
42_3.049_79.0422,600,215503.9,600,600,600,600,600,600,600,209015.5,600,600,269810,600,600,600,600,244269.1,600,600,159361,600,600,600,600,600,600,600,600,156583.7,600,600,600,600,600,600,215503.9,600,600,600,600,600,600,600,209015.5,600,600,269810,600,600,600,600,244269.1,600,600,159361,600,600,600,600,600,600,600,600,156583.7,600,600,600,600,600,600,215503.9,600,600,600,600,600,600,600,209015.5,600,600,269810,600,600,600,600,244269.1,600,600,159361,600,600,600,600,600,600,600,600,156583.7,600,600,600,600,600
43_0.29_79.0422,349405.2,600,600,600,600,600,600,600,600,600,600,600,600,600,212882.8,600,600,600,600,600,287143.5,600,600,332337.2,600,600,600,323054.6,600,237933.3,600,600,600,600,313693.4,349405.2,600,600,600,600,600,600,600,600,600,600,600,600,600,212882.8,600,600,600,600,600,287143.5,600,600,332337.2,600,600,600,323054.6,600,237933.3,600,600,600,600,313693.4,349405.2,600,600,600,600,600,600,600,600,600,600,600,600,600,212882.8,600,600,600,600,600,287143.5,600,600,332337.2,600,600,600,323054.6,600,237933.3,600,600,600,600,313693.4
44_0.555_79.0422,600,600,600,600,600,173018.8,600,600,600,262743.4,600,600,600,600,154935.7,600,220738.4,263624.8,600,600,600,600,201855.3,230954.2,600,600,600,318517.7,600,256028,600,600,600,600,600,600,600,600,600,600,173018.8,600,600,600,262743.4,600,600,600,600,154935.7,600,220738.4,263624.8,600,600,600,600,201855.3,230954.2,600,600,600,318517.7,600,256028,600,600,600,600,600,600,600,600,600,600,173018.8,600,600,600,262743.4,600,600,600,600,154935.7,600,220738.4,263624.8,600,600,600,600,201855.3,230954.2,600,600,600,318517.7,600,256028,600,600,600,600,600
45_1.374_79.0422,600,600,600,600,125273.8,600,600,600,600,600,600,600,600,600,600,600,272574.5,600,600,600,600,600,600,600,600,600,600,600,600,47579.06,600,600,600,600,600,600,600,600,600,125273.8,600,600,600,600,600,600,600,600,600,600,600,272574.5,600,600,600,600,600,600,600,600,600,600,600,600,47579.06,600,600,600,600,600,600,600,600,600,125273.8,600,600,600,600,600,600,600,600,600,600,600,272574.5,600,600,600,600,600,600,600,600,600,600,600,600,47579.06,600,600,600,600,600
46_0.443_79.0422,600,312703.5,600,600,600,210165.8,600,600,600,321828.1,600,600,170330.3,600,600,600,239903.5,600,600,183175.1,329114.6,600,423900.3,600,600,600,600,600,283255.2,600,600,273540.2,600,600,600,600,312703.5,600,600,600,210165.8,600,600,600,321828.1,600,600,170330.3,600,600,600,239903.5,600,600,183175.1,329114.6,600,423900.3,600,600,600,600,600,283255.2,600,600,273540.2,600,600,600,600,312703.5,600,600,600,210165.8,600,600,600,321828.1,600,600,170330.3,600,600,600,239903.5,600,600,183175.1,329114.6,600,423900.3,600,600,600,600,600,283255.2,600,600,273540.2,600,600,600
47_3.303_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,192156,600,600,600,600,600,600,600,600,600,600,108794.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,192156,600,600,600,600,600,600,600,600,600,600,108794.4,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,192156,600,600,600,600,600,600,600,600,600,600,108794.4,600,600,600,600,600,600
48_0.194_79.0422,600,600,600,600,294756.7,600,600,600,600,189161,600,286698.8,600,600,600,600,600,600,600,600,600,600,294829.5,271191.7,600,600,600,246382.7,600,600,312714.9,600,600,600,600,600,600,600,600,294756.7,600,600,600,600,189161,600,286698.8,600,600,600,600,600,600,600,600,600,600,294829.5,271191.7,600,600,600,246382.7,600,600,312714.9,600,600,600,600,600,600,600,600,294756.7,600,600,600,600,189161,600,286698.8,600,600,600,600,600,600,600,600,600,600,294829.5,271191.7,600,600,600,246382.7,600,600,312714.9,600,600,600,600
49_1.455_79.0422,600,189390.8,600,600,600,115434.2,600,600,219442,183928.2,600,600,600,600,600,217661,600,600,600,600,196594,600,600,201297.3,600,600,600,228055.1,220481.3,600,600,600,600,600,600,600,189390.8,600,600,600,115434.2,600,600,219442,183928.2,600,600,600,600,600,217661,600,600,600,600,196594,600,600,201297.3,600,600,600,228055.1,220481.3,600,600,600,600,600,600,600,189390.8,600,600,600,115434.2,600,600,219442,183928.2,600,600,600,600,600,217661,600,600,600,600,196594,600,600,201297.3,600,600,600,228055.1,220481.3,600,600,600,600,600,600
50_2.076_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,470806,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,470806,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,470806,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
51_7.253_79.0422,292132.9,600,600,600,600,600,600,600,477608.3,600,600,600,314937.5,600,600,600,300347.6,600,600,600,600,600,600,600,600,600,600,600,600,600,332870.3,600,600,600,600,292132.9,600,600,600,600,600,600,600,477608.3,600,600,600,314937.5,600,600,600,300347.6,600,600,600,600,600,600,600,600,600,600,600,600,600,332870.3,600,600,600,600,292132.9,600,600,600,600,600,600,600,477608.3,600,600,600,314937.5,600,600,600,300347.6,600,600,600,600,600,600,600,600,600,600,600,600,600,332870.3,600,600,600,600
52_3.613_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,225739.7,600,600,600,600,600,600,600,207682.4,600,600,600,600,600,600,600,152899.6,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,225739.7,600,600,600,600,600,600,600,207682.4,600,600,600,600,600,600,600,152899.6,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,225739.7,600,600,600,600,600,600,600,207682.4,600,600,600,600,600,600,600,152899.6,600,600,600,600,600,600
53_2.874_79.0422,600,600,600,600,88454.75,600,600,600,600,167426.9,600,600,600,600,368286.6,600,600,600,600,600,156162.5,600,76858.49,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,88454.75,600,600,600,600,167426.9,600,600,600,600,368286.6,600,600,600,600,600,156162.5,600,76858.49,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,88454.75,600,600,600,600,167426.9,600,600,600,600,368286.6,600,600,600,600,600,156162.5,600,76858.49,600,600,600,600,600,600,600,600,600,600,600,600
54_4.472_79.0422,600,154212.6,600,600,600,600,600,600,200845.7,600,152106.5,181167.3,600,600,600,600,600,600,169939.6,600,600,600,135015.8,600,600,600,600,600,600,148658.1,600,600,600,600,600,600,154212.6,600,600,600,600,600,600,200845.7,600,152106.5,181167.3,600,600,600,600,600,600,169939.6,600,600,600,135015.8,600,600,600,600,600,600,148658.1,600,600,600,600,600,600,154212.6,600,600,600,600,600,600,200845.7,600,152106.5,181167.3,600,600,600,600,600,600,169939.6,600,600,600,135015.8,600,600,600,600,600,600,148658.1,600,600,600,600,600
55_1.378_79.0422,600,600,600,600,161531.1,170168.6,600,600,600,600,600,600,600,600,600,600,141400,600,600,600,138502.1,600,600,148645.9,600,600,600,162555.6,600,600,600,600,600,600,600,600,600,600,600,161531.1,170168.6,600,600,600,600,600,600,600,600,600,600,141400,600,600,600,138502.1,600,600,148645.9,600,600,600,162555.6,600,600,600,600,600,600,600,600,600,600,600,161531.1,170168.6,600,600,600,600,600,600,600,600,600,600,141400,600,600,600,138502.1,600,600,148645.9,600,600,600,162555.6,600,600,600,600,600,600,600
56_9.171_79.0422,600,600,600,600,600,108286.1,178249.5,600,600,175724.9,600,183858.2,600,600,600,600,600,600,600,600,171955.5,183224,168442.9,188269.1,600,600,600,163894.3,600,600,600,171764.8,600,600,600,600,600,600,600,600,108286.1,178249.5,600,600,175724.9,600,183858.2,600,600,600,600,600,600,600,600,171955.5,183224,168442.9,188269.1,600,600,600,163894.3,600,600,600,171764.8,600,600,600,600,600,600,600,600,108286.1,178249.5,600,600,175724.9,600,183858.2,600,600,600,600,600,600,600,600,171955.5,183224,168442.9,188269.1,600,600,600,163894.3,600,600,600,171764.8,600,600,600
57_1.79_79.0422,600,600,600,600,190211.5,184748.9,209567.8,600,600,151201.3,600,600,600,600,600,600,600,600,600,600,186564,600,193856.3,179459.1,600,600,600,186913,600,600,600,600,600,600,600,600,600,600,600,190211.5,184748.9,209567.8,600,600,151201.3,600,600,600,600,600,600,600,600,600,600,186564,600,193856.3,179459.1,600,600,600,186913,600,600,600,600,600,600,600,600,600,600,600,190211.5,184748.9,209567.8,600,600,151201.3,600,600,600,600,600,600,600,600,600,600,186564,600,193856.3,179459.1,600,600,600,186913,600,600,600,600,600,600,600
58_1.042_79.0422,600,600,600,600,600,600,600,600,600,600,600,600,192925.1,600,600,600,131292.5,600,600,600,600,600,600,600,600,600,600,41255.43,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,192925.1,600,600,600,131292.5,600,600,600,600,600,600,600,600,600,600,41255.43,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,192925.1,600,600,600,131292.5,600,600,600,600,600,600,600,600,600,600,41255.43,600,600,600,600,600,600,600
